8.516474272399832124e-02,4.163231105760356598e-02,2.610916872163455693e-01,1.771814573557961570e-01,2.979572623018926780e-01,2.654311546454191095e-01,-1.792118516280727381e-01
-2.963544357805714680e-01,4.183043756939508473e-01,-2.525016742253776147e-01,3.417022543722830763e-01,1.542948712967748270e-01,2.552774404247428741e-01,-2.796838298296204783e-01
-2.833365427800331737e-01,-1.046455993069795032e-01,3.126652490540098306e-01,-3.589691791021168421e-01,2.015061854862097435e-01,-1.024489416203849951e-01,1.318742041761211403e-01
7.338781479716897926e-02,5.713872920254304405e-02,-1.705664198555187638e-01,2.335395795901368532e-01,-2.127268802395383962e-01,2.254065043962096837e-01,-4.708388025353011930e-01
4.122798580704449822e-01,4.502737142384580782e-01,3.775848536861700633e-01,-7.340694164314839898e-02,-3.925334830538443343e-01,-2.420698432646580522e-01,-2.690825805532651160e-01
-2.902134826989431482e-01,-3.853680967593904327e-01,3.936607407188758567e-01,-1.434567711502474641e-01,4.068724945853270658e-02,3.182314922839890037e-01,-1.221058582333045262e-01
-1.480901293098303428e-01,4.531616455466676574e-01,3.116791426665218578e-01,2.303925327014762769e-01,3.521038708867427203e-01,1.934451548977182689e-01,3.068080140315741500e-01
4.937919123835826651e-01,-3.445356497038476462e-01,-3.239491531467233454e-01,-1.525677555911530980e-02,1.386023712364724547e-01,3.822488694542744980e-01,3.195291566343946288e-01
-9.903864602342345169e-02,3.434061413106331839e-01,-6.034184007307351327e-02,2.066557488892596939e-01,-3.848771510919285488e-01,1.039493193681690630e-01,-6.428506788653588766e-02
4.952731720347109401e-01,1.188474356374364937e-01,2.802424842678293282e-01,4.561621270195291289e-01,-1.634087418091198160e-02,-5.740490060240174830e-02,-1.415694058643937603e-02
-1.302809682072433028e-01,-4.683893423160220143e-02,-1.768353944404261469e-01,3.459070849106508638e-01,1.987858640577375990e-01,1.648157666567174884e-01,-6.618108249983832569e-02
1.974725963531894224e-01,2.365937222348112046e-01,-9.930599533624469288e-02,1.067553463482879550e-01,-2.040501216287785857e-01,1.543087690006287871e-01,-4.211084549836551227e-01
-1.336280070784288121e-01,4.966917744370096255e-01,-3.244369959912664081e-01,2.066078057988633143e-01,3.457884821309330503e-01,-7.445938133315575802e-02,2.805912304122609724e-01
2.400058591799071883e-01,4.250691718131737185e-01,-2.776624013157837911e-01,3.455221795963048237e-01,-2.741422643207074017e-02,3.466653710551779177e-01,9.432108623741933262e-02
-5.134905545085066692e-02,2.007727370272016643e-01,2.573759715296946027e-01,4.514687768153002878e-03,2.224291197336244474e-01,-1.923474850733808417e-02,4.997133486802569635e-01
